time	volts
1684762046375211	16.247
1684762046376530	16.247
1684762046377176	16.247
1684762046378178	16.247
1684762046378178	16.247
1684762046379178	16.247
1684762046379178	16.247
1684762046380178	16.247
1684762046381194	16.247
1684762046382178	16.247
1684762046382178	16.247
1684762046383178	16.247
1684762046383178	16.247
1684762046384178	16.247
1684762046385510	16.247
1684762046386177	16.247
1684762046386177	16.247
1684762046387176	16.247
1684762046387176	16.247
1684762046388178	16.242
1684762046389608	16.242
1684762046390178	16.242
1684762046390178	16.242
1684762046391177	16.242
1684762046392177	16.242
1684762046393176	16.242
1684762046393176	16.242
1684762046394177	16.242
1684762046395178	16.242
1684762046395178	16.242
1684762046397177	16.242
1684762046397177	16.242
1684762046398176	16.242
1684762046398176	16.242
1684762046399778	16.242
1684762046400176	16.242
1684762046401178	16.242
1684762046401232	16.242
1684762046402178	16.242
1684762046402178	16.242
1684762046403177	16.242
1684762046404177	16.242
1684762046405176	16.242
1684762046405176	16.242
1684762046406177	16.242
1684762046407177	16.242
1684762046407177	16.242
1684762046408177	16.242
1684762046409176	16.242
1684762046409176	16.242
1684762046410660	16.242
1684762046411176	16.242
1684762046411176	16.242
1684762046412177	16.242
1684762046413178	16.242
1684762046414176	16.242
1684762046414176	16.242
1684762046415177	16.242
1684762046416188	16.242
1684762046416188	16.242
1684762046417506	16.242
1684762046418228	16.242
1684762046419177	16.242
1684762046419177	16.242
1684762046420178	16.242
1684762046421178	16.242
1684762046422176	16.242
1684762046422176	16.242
1684762046423178	16.242
1684762046424177	16.242
1684762046425188	16.242
1684762046425188	16.242
1684762046426177	16.242
1684762046427178	16.242
1684762046427178	16.242
1684762046428176	16.242
1684762046429177	16.242
1684762046429177	16.242
1684762046430177	16.242
1684762046430177	16.242
1684762046431178	16.242
1684762046432448	16.242
1684762046433178	16.235
1684762046433178	16.235
1684762046434178	16.235
1684762046434178	16.235
1684762046435954	16.235
1684762046436177	16.235
1684762046437176	16.235
1684762046437176	16.235
1684762046438178	15.019
1684762046439178	15.019
1684762046440177	14.787
1684762046441178	14.787
1684762046441178	14.787
1684762046442176	14.787
1684762046442176	14.787
1684762046443177	14.787
1684762046444177	14.787
1684762046445178	14.787
1684762046445178	14.787
1684762046446179	14.787
1684762046447177	14.787
1684762046448266	14.787
1684762046449176	14.787
1684762046455176	14.787
1684762046464236	14.787
1684762046465460	14.787
1684762046468176	14.787
1684762046470410	14.787
1684762046473181	14.787
1684762046475235	14.787
1684762046480241	14.787
1684762046485255	14.787
1684762046490179	14.787
1684762046492177	14.787
1684762046500177	14.787
1684762046502176	14.787
1684762046505249	14.787
1684762046509177	15.01
1684762046510177	15.01
1684762046515178	15.01
1684762046518178	15.01
1684762046520177	15.01
1684762046525176	15.01
1684762046527327	15.01
1684762046530178	15.01
1684762046533176	15.01
1684762046535177	15.01
1684762046538859	15.01
1684762046540178	15.01
1684762046545142	15.01
1684762046547140	15.01
1684762046553522	15.01
1684762046556142	15.01
1684762046556142	15.01
1684762046565142	15.01
1684762046569142	15.01
1684762046571142	15.01
1684762046573441	15.01
1684762046575142	15.01
1684762046578141	15.01
1684762046583142	15.01
1684762046586142	15.01
1684762046588141	15.01
1684762046590708	15.01
1684762046593141	15.01
1684762046600142	15.01
1684762046601141	15.01
1684762046603142	15.01
1684762046606141	15.01
1684762046608142	15.035
1684762046613141	15.035
1684762046616141	15.035
1684762046618142	15.035
1684762046621142	15.035
1684762046623142	15.035
1684762046628142	15.035
1684762046630141	15.035
1684762046633508	15.035
1684762046637070	15.035
1684762046640142	15.035
1684762046644063	15.035
1684762046653470	15.035
1684762046659142	15.035
1684762046665142	15.035
1684762046666142	15.035
1684762046669141	15.035
1684762046674141	15.035
1684762046676141	15.035
1684762046679141	15.035
1684762046682142	15.035
1684762046684985	15.035
1684762046689141	15.035
1684762046691142	15.035
1684762046694142	15.035
1684762046697142	15.035
1684762046699141	15.035
1684762046704141	15.035
1684762046706142	15.035
1684762046709141	15.035
1684762046712142	15.035
1684762046716141	15.035
1684762046719142	15.035
1684762046722141	15.035
1684762046724142	15.035
1684762046726141	15.035
1684762046731142	15.035
1684762046734142	15.035
1684762046739141	15.035
1684762046741141	15.035
1684762046744141	15.035
1684762046750140	15.035
1684762046754141	15.035
1684762046756142	15.035
1684762046759140	15.035
1684762046762140	15.035
1684762046769141	15.035
1684762046774142	15.035
1684762046782141	15.035
1684762046786142	15.035
1684762046789142	15.035
1684762046790142	15.035
1684762046794141	15.035
1684762046799141	15.035
1684762046806142	15.035
1684762046807142	15.035
1684762046809220	15.036
1684762046811656	15.036
1684762046814142	15.036
1684762046817142	15.036
1684762046821142	15.036
1684762046829313	15.036
1684762046834142	15.036
1684762046840142	15.036
1684762046845141	15.036
1684762046847543	15.036
1684762046849142	15.036
1684762046855142	15.036
1684762046855142	15.036
1684762046859141	15.036
1684762046862141	15.036
1684762046869563	15.036
1684762046874142	15.036
1684762046879141	15.036
1684762046884140	15.036
1684762046891142	15.036
1684762046895142	15.036
1684762046897141	15.036
1684762046901142	15.036
1684762046904142	15.036
1684762046907142	15.036
1684762046910141	15.033
1684762046912142	15.033
1684762046914141	15.033
1684762046920140	15.033
1684762046921142	15.033
1684762046924760	15.033
1684762046927759	15.033
1684762046929760	15.033
1684762046937759	15.033
1684762046942759	15.033
1684762046944759	15.033
1684762046949760	15.033
1684762046950760	15.033
1684762046955763	15.033
1684762046957766	15.033
1684762046959761	15.033
1684762046965759	15.033
1684762046967760	15.033
1684762046967760	15.033
1684762046977759	15.033
1684762046979760	15.033
1684762046982760	15.033
1684762046985817	15.033
1684762046987760	15.033
1684762046992760	15.033
1684762046997760	15.033
1684762047002813	15.033
1684762047005762	15.033
1684762047009080	15.033
1684762047009759	15.03
1684762047015792	15.03
1684762047019792	15.03
1684762047024760	15.03
1684762047029759	15.03
1684762047030772	15.03
1684762047032760	15.03
1684762047034760	15.03
1684762047037759	15.03
1684762047042761	15.03
1684762047044795	15.03
1684762047047767	15.03
1684762047049760	15.03
1684762047057760	15.03
1684762047060759	15.03
1684762047065759	15.03
1684762047068760	15.03
1684762047070760	15.03
1684762047072760	15.03
1684762047075759	15.03
1684762047080759	15.03
1684762047084073	15.03
1684762047085760	15.03
1684762047088760	15.03
1684762047092760	15.03
1684762047095805	15.03
1684762047097760	15.03
1684762047100760	15.03
1684762047102758	15.03
1684762047108759	15.03
1684762047110903	15.028
1684762047113760	15.028
1684762047115760	15.028
1684762047121760	15.028
1684762047123088	15.028
1684762047125759	15.028
1684762047127760	15.028
