time	pwm_percent
1684237999367768	2
1684238002379311	7
1684238005387292	12
1684238008397782	17
1684238011400798	22
1684238014416686	27
1684238017426967	32
1684238020432854	37
1684238023447808	42
1684238026450001	47
1684238029462378	52
1684238032463552	57
1684238035465024	62
1684238038472244	67
1684238041486721	72
1684238044492572	77
1684238047503643	82
1684238050510198	87
1684238053520617	92
1684238056525571	97
1684238059534507	100
