Time	Voltage
1684763522918576	9.777928362746025
1684763522923270	9.802482935396256
1684763522927925	9.825098989153048
1684763522932662	9.779543795157224
1684763522936572	9.826068248599768
1684763522940922	9.79246725444682
1684763522945718	9.81992960543721
1684763522950319	9.828006767493207
1684763522954738	9.826068248599768
1684763522958238	9.800221330020577
1684763522962934	9.803775281325215
1684763522967017	9.82025269191945
1684763522970796	9.832529978244565
1684763522973892	9.825422075635288
1684763522978930	9.78891330314218
1684763522983131	9.807975405594334
1684763522986668	9.829945286386646
1684763522990038	9.824452816188568
1684763522994309	9.825098989153048
1684763522998626	9.806036886700895
1684763523001891	9.800867502985056
1684763523006900	9.822514297295129
1684763523010892	9.824452816188568
1684763523013924	9.834468497138005
1684763523018080	9.793436513893539
1684763523020890	9.348869514331454
1684763523025004	9.828976026939927
1684763523028644	9.829622199904406
1684763523032065	9.833822324173525
1684763523034890	9.831237632315606
1684763523037892	9.807329232629854
1684763523042240	9.809913924487773
1684763523045892	9.823160470259609
1684763523049338	9.827037508046487
1684763523052891	9.823806643224088
1684763523056200	9.822191210812889
1684763523059890	9.778897622192744
1684763523062892	9.810883183934493
1684763523066892	9.825098989153048
1684763523070664	9.81896034599049
1684763523073894	9.81702182709705
1684763523078233	9.796667378715938
1684763523081958	9.58827659767121
1684763523085536	9.815406394685851
1684763523089225	9.827683681010967
1684763523092900	9.81928343247273
1684763523096638	9.81928343247273
1684763523100246	9.79052873555338
1684763523103891	9.787944043695461
1684763523106892	9.826391335082008
1684763523111406	9.822191210812889
1684763523115642	9.81960651895497
1684763523119626	9.809590838005533
1684763523123186	9.81960651895497
1684763523125892	9.81960651895497
1684763523130479	9.826391335082008
1684763523133904	9.824775902670808
1684763523137328	9.814760221721372
1684763523139992	9.794405773340259
1684763523144235	9.81863725950825
1684763523148009	9.822514297295129
1684763523151990	9.82025269191945
1684763523155286	9.82057577840169
1684763523158992	9.774697497923626
1684763523162991	9.811206270416733
1684763523166629	9.812498616345692
1684763523169992	9.767589595314348
1684763523172990	9.81799108654377
1684763523175990	9.823483556741849
1684763523179364	9.804098367807455
1684763523182991	9.805713800218655
1684763523185991	9.832529978244565
1684763523188991	9.816698740614811
1684763523191990	9.799252070573857
1684763523195672	9.822514297295129
1684763523198430	9.815083308203612
1684763523202085	9.798282811127137
1684763523205248	9.81896034599049
1684763523208407	9.816052567650331
1684763523211568	9.799252070573857
1684763523214848	9.822191210812889
1684763523218068	9.797959724644898
1684763523221106	9.813144789310172
1684763523224118	9.806036886700895
1684763523227206	9.816375654132571
1684763523230262	9.81799108654377
1684763523233540	9.81992960543721
1684763523236702	9.81960651895497
1684763523239730	9.710080201475648
1684763523242866	9.741419590252917
1684763523246028	9.82122195136617
1684763523249228	9.774697497923626
1684763523252338	9.775343670888105
1684763523255098	9.82025269191945
1684763523258099	9.739481071359478
1684763523262098	9.812175529863453
1684763523265392	9.807652319112094
1684763523268738	9.81702182709705
1684763523272098	9.82122195136617
1684763523275098	9.82089886488393
1684763523278098	9.759512433258351
1684763523281503	9.810560097452253
1684763523285098	9.815729481168091
1684763523288376	9.813144789310172
