time	volts
1684860333448634	16.523
1684860333456639	16.518
1684860333457632	16.518
1684860333457632	16.518
1684860333458635	16.518
1684860333458635	16.518
1684860333459632	16.518
1684860333460632	16.518
1684860333460632	16.518
1684860333461632	16.518
1684860333461632	16.518
1684860333462632	16.518
1684860333462632	16.518
1684860333463632	16.518
1684860333463632	16.518
1684860333464632	16.518
1684860333464632	16.518
1684860333465632	16.518
1684860333466636	16.518
1684860333467634	16.518
1684860333467634	16.518
1684860333468632	16.518
1684860333468632	16.518
1684860333469667	16.521
1684860333469667	16.521
1684860333470661	16.521
1684860333470661	16.521
1684860333475670	16.521
1684860333478670	16.521
1684860333479670	16.521
1684860333482669	16.521
1684860333484670	16.521
1684860333490859	16.521
1684860333492861	16.521
1684860333495859	16.521
1684860333498862	16.521
1684860333504949	16.521
1684860333507962	16.521
1684860333512228	16.521
1684860333516008	16.521
1684860333521186	16.521
1684860333525969	16.521
1684860333527270	16.521
1684860333530901	16.521
1684860333532282	16.521
1684860333536044	16.521
1684860333539975	16.521
1684860333542362	16.521
1684860333545896	16.521
1684860333548818	16.521
1684860333552812	16.521
1684860333555812	16.521
1684860333558896	16.521
1684860333560910	16.521
1684860333562818	16.516
1684860333565816	16.516
1684860333570815	16.516
1684860333572828	16.516
1684860333575827	16.516
1684860333577826	16.516
1684860333580918	16.516
1684860333585825	16.516
1684860333587345	16.516
1684860333595860	16.516
1684860333597860	16.516
1684860333599860	16.516
1684860333602860	16.516
1684860333610861	16.516
1684860333615935	16.516
1684860333620950	16.516
1684860333625860	16.516
1684860333627859	16.516
1684860333630861	16.516
1684860333632944	16.516
1684860333635864	16.516
1684860333639857	16.516
1684860333642858	16.516
1684860333645860	16.516
1684860333647858	16.516
1684860333650858	16.516
1684860333658859	16.516
1684860333662864	16.521
1684860333665861	16.521
1684860333667860	16.521
1684860333670863	16.521
1684860333675874	16.521
1684860333677874	16.521
1684860333680874	16.521
1684860333682874	16.521
1684860333685868	16.521
1684860333690378	16.521
1684860333692377	16.521
1684860333695382	16.521
1684860333697382	16.521
1684860333700384	16.521
1684860333705382	16.521
1684860333707383	16.521
1684860333713385	16.521
1684860333717379	16.521
1684860333727378	16.521
1684860333735378	16.521
1684860333740378	16.521
1684860333745383	16.521
1684860333748383	16.521
1684860333750381	16.521
1684860333752382	16.521
1684860333755382	16.521
1684860333758382	16.521
