Time	Value
1683303766440196	0.04010178803582676
1683303766452303	0.03945561507134698
1683303766458326	0.0491482095385436
1683303766463822	0.04624043119838461
1683303766468438	0.04527117175166495
1683303766474956	0.04300956637598574
1683303766480956	0.04236339341150597
1683303766486826	0.04171722044702619
1683303766493828	0.043655739340465516
1683303766500301	0.042686479893745854
1683303766506793	0.037194009695667773
1683303766513366	0.04010178803582676
1683303766518781	0.043655739340465516
1683303766525074	0.03945561507134698
1683303766532727	0.04430191230494529
1683303766539396	0.04462499878718518
1683303766545420	0.04171722044702619
1683303766553198	0.042686479893745854
1683303766560277	0.049471296020783484
1683303766567219	0.04107104748254642
1683303766574361	0.042686479893745854
1683303766581375	0.049471296020783484
1683303766588466	0.042686479893745854
1683303766595389	0.04624043119838461
1683303766601852	0.03945561507134698
1683303766615885	0.04430191230494529
1683303766622614	0.045917344716144726
1683303766629560	0.04688660416286439
1683303766638640	0.0439788258227054
1683303766647387	0.04559425823390484
1683303766655083	0.04559425823390484
1683303766662729	0.04527117175166495
1683303766670730	0.04074796100030653
1683303766678098	0.0491482095385436
1683303766685937	0.04107104748254642
1683303766692936	0.04300956637598574
1683303766700945	0.042686479893745854
1683303766708655	0.042686479893745854
1683303766716598	0.04688660416286439
1683303766724347	0.04688660416286439
1683303766731339	0.043655739340465516
1683303766737341	0.04300956637598574
1683303766744848	0.04236339341150597
1683303766750848	0.03945561507134698
1683303766758050	0.042686479893745854
1683303766763872	0.04753277712734416
1683303766770874	0.039132528589107096
1683303766776091	0.04236339341150597
1683303766781842	0.03977870155358687
1683303766786840	0.044948085269425064
1683303766792844	0.04559425823390484
1683303766798039	0.04333265285822563
1683303766802410	0.04300956637598574
1683303766809584	0.04333265285822563
1683303766816689	0.044948085269425064
1683303766824102	0.048178950091823936
1683303766831105	0.04430191230494529
1683303766839162	0.047209690645104274
1683303766846536	0.04300956637598574
1683303766853536	0.043655739340465516
1683303766861214	0.04624043119838461
1683303766870194	0.03945561507134698
1683303766877767	0.05140981491422281
1683303766886357	0.04204030692926608
1683303766895342	0.04527117175166495
1683303766902967	0.042686479893745854
1683303766909966	0.042686479893745854
1683303766916966	0.04527117175166495
1683303766924537	0.04171722044702619
1683303766930536	0.047209690645104274
1683303766938537	0.047209690645104274
1683303766944221	0.04074796100030653
1683303766951222	0.04300956637598574
1683303766957218	0.049471296020783484
1683303766961865	0.04850203657406382
1683303766966867	0.04785586360958405
1683303766970864	0.03945561507134698
1683303766976384	0.04333265285822563
1683303766980192	0.04688660416286439
1683303766985197	0.04171722044702619
1683303766990191	0.04688660416286439
1683303766995198	0.04753277712734416
1683303767000197	0.05108672843198292
1683303767005233	0.03880944210686721
1683303767009230	0.04107104748254642
1683303767014232	0.04236339341150597
1683303767018227	0.04430191230494529
1683303767024023	0.04107104748254642
1683303767029023	0.045917344716144726
1683303767033018	0.04171722044702619
1683303767038023	0.047209690645104274
1683303767041892	0.04204030692926608
1683303767046896	0.044948085269425064
1683303767050892	0.04753277712734416
1683303767054892	0.044948085269425064
1683303767060506	0.05011746898526326
1683303767065517	0.048178950091823936
1683303767069512	0.04624043119838461
1683303767074513	0.04688660416286439
1683303767080017	0.049471296020783484
1683303767083776	0.040424874518066645
1683303767089276	0.03945561507134698
1683303767093273	0.03880944210686721
1683303767098273	0.045917344716144726
1683303767102692	0.04300956637598574
1683303767107695	0.04300956637598574
1683303767112697	0.042686479893745854
1683303767117028	0.045917344716144726
1683303767121221	0.04462499878718518
1683303767126225	0.04527117175166495
1683303767130220	0.047209690645104274
1683303767135224	0.04753277712734416
1683303767140225	0.05011746898526326
1683303767144414	0.04882512305630371
1683303767149419	0.04688660416286439
1683303767154418	0.04753277712734416
1683303767159865	0.04688660416286439
1683303767164877	0.04074796100030653
1683303767168872	0.039132528589107096
1683303767173871	0.040424874518066645
1683303767178845	0.043655739340465516
1683303767182841	0.047209690645104274
1683303767187844	0.04559425823390484
1683303767192847	0.04559425823390484
1683303767198711	0.042686479893745854
1683303767203714	0.05011746898526326
1683303767207710	0.03848635562462732
1683303767212748	0.04074796100030653
1683303767216748	0.04559425823390484
1683303767221751	0.04462499878718518
1683303767225746	0.04107104748254642
1683303767231311	0.03977870155358687
1683303767236316	0.04074796100030653
1683303767241312	0.04107104748254642
1683303767246316	0.04236339341150597
1683303767251015	0.04107104748254642
1683303767255420	0.0465635176806245
1683303767261426	0.04559425823390484
1683303767266456	0.04430191230494529
1683303767270928	0.04074796100030653
1683303767275430	0.04107104748254642
1683303767280437	0.0439788258227054
1683303767284437	0.04171722044702619
1683303767290130	0.04236339341150597
1683303767294120	0.04333265285822563
1683303767299119	0.0465635176806245
1683303767304124	0.04688660416286439
1683303767308126	0.039132528589107096
1683303767312664	0.04753277712734416
1683303767317662	0.045917344716144726
1683303767323668	0.041394133964786306
1683303767328030	0.04430191230494529
1683303767332491	0.04074796100030653
1683303767337492	0.04785586360958405
1683303767342494	0.04785586360958405
1683303767346884	0.04559425823390484
1683303767350884	0.04430191230494529
1683303767355883	0.04753277712734416
1683303767360890	0.04527117175166495
1683303767365792	0.03945561507134698
1683303767370792	0.04236339341150597
1683303767375297	0.04753277712734416
1683303767380308	0.04204030692926608
1683303767386214	0.047209690645104274
1683303767391212	0.044948085269425064
1683303767396214	0.04785586360958405
1683303767401214	0.04624043119838461
1683303767405274	0.045917344716144726
1683303767410274	0.047209690645104274
1683303767416273	0.041394133964786306
1683303767420726	0.04688660416286439
1683303767425725	0.04688660416286439
1683303767430729	0.04010178803582676
1683303767436730	0.04462499878718518
1683303767441730	0.047209690645104274
1683303767447393	0.043655739340465516
1683303767454445	0.041394133964786306
1683303767461960	0.0491482095385436
1683303767469961	0.041394133964786306
1683303767477484	0.04333265285822563
1683303767485226	0.041394133964786306
1683303767493236	0.04527117175166495
1683303767500957	0.04527117175166495
1683303767509438	0.03945561507134698
1683303767517357	0.0439788258227054
1683303767524911	0.04624043119838461
1683303767533000	0.041394133964786306
1683303767539955	0.04688660416286439
1683303767546907	0.04204030692926608
1683303767552898	0.04010178803582676
1683303767559904	0.04624043119838461
1683303767566372	0.04107104748254642
1683303767572360	0.04171722044702619
1683303767578492	0.04753277712734416
1683303767584833	0.04527117175166495
1683303767590833	0.03880944210686721
1683303767595828	0.044948085269425064
1683303767601606	0.04688660416286439
1683303767606607	0.04430191230494529
1683303767611609	0.042686479893745854
1683303767616608	0.042686479893745854
1683303767621290	0.04333265285822563
1683303767626292	0.04624043119838461
1683303767631292	0.045917344716144726
1683303767636292	0.047209690645104274
1683303767641018	0.048178950091823936
1683303767645012	0.048178950091823936
1683303767650014	0.03880944210686721
1683303767654013	0.04300956637598574
1683303767659034	0.047209690645104274
