time	volts
1685024763886310	15.271
1685024763887307	15.271
1685024763888309	15.271
1685024763888309	15.271
1685024763889304	15.271
1685024763889304	15.271
1685024763890304	15.271
1685024763890304	15.271
1685024763890304	15.271
1685024763891307	15.271
1685024763891307	15.271
1685024763892600	15.271
1685024763893606	15.271
1685024763893606	15.271
1685024763893606	15.271
1685024763894606	15.271
1685024763894606	15.273
1685024763895606	15.273
1685024763895606	15.273
1685024763896607	15.273
1685024763897607	15.273
1685024763897607	15.273
1685024763898606	15.273
1685024763898606	15.273
1685024763898606	15.273
1685024763899606	15.273
1685024763899606	15.273
1685024763900607	15.273
1685024763901607	15.273
1685024763901607	15.273
1685024763902606	15.273
1685024763902606	15.273
1685024763903606	15.273
1685024763903606	15.273
1685024763904606	15.273
1685024763904606	15.273
1685024763905608	15.273
1685024763906607	15.273
1685024763906607	15.273
1685024763906607	15.273
1685024763907607	15.273
1685024763907607	15.273
1685024763908607	15.273
1685024763909608	15.267
1685024763909608	15.267
1685024763910606	15.267
1685024763910606	15.267
1685024763911606	15.267
1685024763911606	15.267
1685024763911606	15.267
1685024763912606	15.267
1685024763913608	15.267
1685024763914607	15.267
1685024763914607	15.267
1685024763915606	15.267
1685024763915606	15.267
1685024763916610	15.267
1685024763917608	15.267
1685024763917608	15.267
1685024763918607	15.267
1685024763918607	15.267
1685024763919606	15.267
1685024763919606	15.267
1685024763920606	15.267
1685024763920606	15.267
1685024763921607	15.267
1685024763922607	15.267
1685024763922607	15.267
1685024763923607	15.267
1685024763923607	15.267
1685024763924606	15.267
1685024763924606	15.267
1685024763925608	15.267
1685024763925608	15.267
1685024763926607	15.267
1685024763927608	15.267
1685024763927608	15.267
1685024763927608	15.267
1685024763928606	15.267
1685024763928606	15.267
1685024763929606	15.267
1685024763929606	15.267
1685024763930607	15.267
1685024763931608	15.267
1685024763932607	15.267
1685024763932607	15.267
1685024763932607	15.267
1685024763933606	15.267
1685024763933606	15.267
1685024763934606	15.267
1685024763934606	14.491
1685024763940608	14.491
1685024763941741	14.491
1685024763941741	14.491
1685024763944748	14.491
1685024763945747	14.491
1685024763947752	14.491
1685024763950752	14.491
1685024763953752	14.491
1685024763957752	14.491
1685024763959752	14.491
1685024763962264	14.491
1685024763965264	14.491
1685024763970265	13.882
1685024763975264	13.882
1685024763982318	13.882
1685024763985319	13.882
1685024763988486	13.882
1685024763990488	13.882
1685024763993484	13.882
1685024763997482	13.882
1685024764000482	13.882
1685024764003496	13.882
1685024764005484	13.882
1685024764010992	13.882
1685024764013037	13.882
1685024764015038	13.882
1685024764022038	13.882
1685024764026038	13.882
1685024764028038	13.882
1685024764031039	13.882
1685024764033038	13.882
1685024764038046	13.882
1685024764041037	13.882
1685024764044037	13.882
1685024764046038	13.882
1685024764048041	13.882
1685024764052042	13.882
1685024764056041	13.882
1685024764061544	13.882
1685024764066548	13.882
1685024764068548	14.163
1685024764071551	14.163
1685024764074548	14.163
1685024764076548	14.163
1685024764081547	14.163
1685024764083547	14.163
1685024764088548	14.163
1685024764091550	14.163
1685024764091550	14.163
1685024764096547	14.163
1685024764098548	14.163
1685024764101548	14.163
1685024764104548	14.163
1685024764106548	14.163
1685024764111548	14.163
